"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Terrestrial","Marine","Freshwater","Aerial","Life.Habit.Method","Life.Habit.Source","Mass.g","Mass.Method","Mass.Source","Mass.Comparison","Mass.Comparison.Source","Island.Endemicity","IUCN.Status.1.2","Added.IUCN.Status.1.2","Diet.Plant","Diet.Vertebrate","Diet.Invertebrate","Diet.Method","Diet.Source","scientificName"
"Lophiomys_imhausi","Rodentia","Cricetidae","Lophiomys","imhausi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",755,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophiomys imhausi"
"Lophocebus_albigena","Primates","Cercopithecidae","Lophocebus","albigena",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",6984.8,"Reported","Global Ecology and Biogeography 18 :19-29 (2009)",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophocebus albigena"
"Lophocebus_aterrimus","Primates","Cercopithecidae","Lophocebus","aterrimus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",6984.8,"Reported","Global Ecology and Biogeography 18 :19-29 (2009)",NA,NA,"Occurs on mainland","NT","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophocebus aterrimus"
"Lophostoma_brasiliense","Chiroptera","Phyllostomidae","Lophostoma","brasiliense",0,0,0,1,"Taxonomic","PHYLACINE 1.2",9.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,0,90,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophostoma brasiliense"
"Lophostoma_carrikeri","Chiroptera","Phyllostomidae","Lophostoma","carrikeri",0,0,0,1,"Taxonomic","PHYLACINE 1.2",20.9,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,0,90,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophostoma carrikeri"
"Lophostoma_evotis","Chiroptera","Phyllostomidae","Lophostoma","evotis",0,0,0,1,"Taxonomic","PHYLACINE 1.2",19.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,0,90,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophostoma evotis"
"Lophostoma_kalkoae","Chiroptera","Phyllostomidae","Lophostoma","kalkoae",0,0,0,1,"Taxonomic","PHYLACINE 1.2",20.4,"Imputed","PHYLACINE 1.2.1",NA,NA,"Occurs on mainland","DD","No",11,0,89,"Imputed 000 Species","PHYLACINE 1.2.1","Lophostoma kalkoae"
"Lophostoma_occidentalis","Chiroptera","Phyllostomidae","Lophostoma","occidentalis",0,0,0,1,"Taxonomic","PHYLACINE 1.2",20.6,"Imputed","PHYLACINE 1.2.1",NA,NA,"Occurs on mainland","NT","No",11,1,88,"Imputed 000 Species","PHYLACINE 1.2.1","Lophostoma occidentalis"
"Lophostoma_schulzi","Chiroptera","Phyllostomidae","Lophostoma","schulzi",0,0,0,1,"Taxonomic","PHYLACINE 1.2",18.2,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,0,90,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophostoma schulzi"
"Lophostoma_silvicolum","Chiroptera","Phyllostomidae","Lophostoma","silvicolum",0,0,0,1,"Taxonomic","PHYLACINE 1.2",29.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,0,90,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophostoma silvicolum"
"Lophuromys_brevicaudus","Rodentia","Muridae","Lophuromys","brevicaudus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",43.1,"Reported","Global Ecology and Biogeography 18: 19-29 (2009)",NA,NA,"Occurs on mainland","NT","No",11,11,78,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Lophuromys brevicaudus"
"Lophuromys_chrysopus","Rodentia","Muridae","Lophuromys","chrysopus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",43.1,"Reported","Global Ecology and Biogeography 18: 19-29 (2009)",NA,NA,"Occurs on mainland","LC","No",11,11,78,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Lophuromys chrysopus"
"Lophuromys_cinereus","Rodentia","Muridae","Lophuromys","cinereus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",66.8,"Assumed isometric based on head-body length","Bonner zoologische Beiträge 38: 183-194 (1987)","Lophuromys_flavopunctatus","Bonner zoologische Beiträge 38: 183-194 (1987)","Occurs on mainland","DD","No",11,11,78,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Lophuromys cinereus"
"Lophuromys_dieterleni","Rodentia","Muridae","Lophuromys","dieterleni",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",63.6,"Reported","Global Ecology and Biogeography 18: 19-29 (2009)",NA,NA,"Occurs on mainland","EN","No",11,11,78,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Lophuromys dieterleni"
"Lophuromys_eisentrauti","Rodentia","Muridae","Lophuromys","eisentrauti",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",30,"Reported","Bonner zoologische Beiträge 29: 287-299 (1979)",NA,NA,"Occurs on mainland","CR","No",11,11,78,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Lophuromys eisentrauti"
"Lophuromys_flavopunctatus","Rodentia","Muridae","Lophuromys","flavopunctatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",60,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,10,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophuromys flavopunctatus"
"Lophuromys_huttereri","Rodentia","Muridae","Lophuromys","huttereri",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",39.9,"Reported","Bulletin de L'Institut Royal des Sciences Naturelles de Belgique, Biologie, 66:241 -273 (1996)",NA,NA,"Occurs on mainland","LC","No",11,11,78,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Lophuromys huttereri"
"Lophuromys_luteogaster","Rodentia","Muridae","Lophuromys","luteogaster",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",34,"Reported","Bonner zoologische Beiträge 26: 293-318 (1975)",NA,NA,"Occurs on mainland","LC","No",10,10,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophuromys luteogaster"
"Lophuromys_medicaudatus","Rodentia","Muridae","Lophuromys","medicaudatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",35,"Reported","Bonner zoologische Beiträge 26: 293-318 (1975)",NA,NA,"Occurs on mainland","VU","No",10,10,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophuromys medicaudatus"
"Lophuromys_melanonyx","Rodentia","Muridae","Lophuromys","melanonyx",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",102.1,"Reported","Mammalia 36: 171-181 (1972)",NA,NA,"Occurs on mainland","VU","No",10,10,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophuromys melanonyx"
"Lophuromys_nudicaudus","Rodentia","Muridae","Lophuromys","nudicaudus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",39.5,"Reported","Bulletin de L'Institut Royal des Sciences Naturelles de Belgique, Biologie, 66:241 -273 (1996)",NA,NA,"Occurs on mainland","LC","No",10,10,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophuromys nudicaudus"
"Lophuromys_rahmi","Rodentia","Muridae","Lophuromys","rahmi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",38,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",10,10,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophuromys rahmi"
"Lophuromys_roseveari","Rodentia","Muridae","Lophuromys","roseveari",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",63.5,"Reported","Bulletin de L'Institut Royal des Sciences Naturelles de Belgique, Biologie, 66:241 -273 (1996)",NA,NA,"Occurs on mainland","LC","No",11,11,78,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Lophuromys roseveari"
"Lophuromys_sikapusi","Rodentia","Muridae","Lophuromys","sikapusi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",74.1,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,10,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophuromys sikapusi"
"Lophuromys_woosnami","Rodentia","Muridae","Lophuromys","woosnami",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",42.2,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,10,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lophuromys woosnami"
"Lorentzimys_nouhuysi","Rodentia","Muridae","Lorentzimys","nouhuysi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",14.2,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on large land bridge islands","LC","No",60,0,40,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lorentzimys nouhuysi"
"Loris_lydekkerianus","Primates","Lorisidae","Loris","lydekkerianus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",235,"Reported","Folia Primatologica 74: 312-336 (2003)",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Loris lydekkerianus"
"Loris_tardigradus","Primates","Lorisidae","Loris","tardigradus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",227.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on large land bridge islands","EN","No",20,10,70,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Loris tardigradus"
"Loxodonta_africana","Proboscidea","Elephantidae","Loxodonta","africana",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",4400000,"Reported","Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs on mainland","VU","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Loxodonta africana"
"Loxodontomys_micropus","Rodentia","Cricetidae","Loxodontomys","micropus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",72.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",50,0,50,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Loxodontomys micropus"
"Loxodontomys_pikumche","Rodentia","Cricetidae","Loxodontomys","pikumche",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",43,"Reported","Global Ecology and Biogeography 17: 274-283 (2008)",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Loxodontomys pikumche"
"Lundomys_molitor","Rodentia","Cricetidae","Lundomys","molitor",1,0,1,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",238.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Lundomys molitor"
"Lutra_lutra","Carnivora","Mustelidae","Lutra","lutra",1,1,1,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",8785.1,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",0,70,30,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lutra lutra"
"Lutra_sumatrana","Carnivora","Mustelidae","Lutra","sumatrana",1,1,1,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5500,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","EN","No",0,70,30,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lutra sumatrana"
"Lutreolina_crassicaudata","Didelphimorphia","Didelphidae","Lutreolina","crassicaudata",1,0,1,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",537.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,60,30,"Estimated Expert Genus","Martínez-Lanfranco, J. A., et al. 2014. A new species of lutrine opossum, genus Lutreolina Thomas (Didelphidae), from the South American Yungas. Journal of Mammalogy 95:225-240.","Lutreolina crassicaudata"
"Lutreolina_massoia","Didelphimorphia","Didelphidae","Lutreolina","massoia",1,0,1,0,"Reported","Martínez-Lanfranco, J. A., et al. 2014. A new species of lutrine opossum, genus Lutreolina Thomas (Didelphidae), from the South American Yungas. Journal of Mammalogy 95:225-240.",284,"Reported","Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 5. Monotremes and Marsupials. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs on mainland","LC","No",10,60,30,"Estimated Expert Genus","Martínez-Lanfranco, J. A., et al. 2014. A new species of lutrine opossum, genus Lutreolina Thomas (Didelphidae), from the South American Yungas. Journal of Mammalogy 95:225-240.","Lutreolina massoia"
"Lutrogale_perspicillata","Carnivora","Mustelidae","Lutrogale","perspicillata",1,1,1,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",9483.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",0,70,30,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lutrogale perspicillata"
"Lycalopex_culpaeus","Carnivora","Canidae","Lycalopex","culpaeus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",9832.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",10,80,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lycalopex culpaeus"
"Lycalopex_fulvipes","Carnivora","Canidae","Lycalopex","fulvipes",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",2837.5,"Reported","Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",NA,NA,"Occurs on mainland","EN","No",20,60,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lycalopex fulvipes"
"Lycalopex_griseus","Carnivora","Canidae","Lycalopex","griseus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",8280,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",30,60,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lycalopex griseus"
"Lycalopex_gymnocercus","Carnivora","Canidae","Lycalopex","gymnocercus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",4690,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",50,50,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lycalopex gymnocercus"
"Lycalopex_sechurae","Carnivora","Canidae","Lycalopex","sechurae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",4000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",30,60,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lycalopex sechurae"
"Lycalopex_vetulus","Carnivora","Canidae","Lycalopex","vetulus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5350,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",30,60,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lycalopex vetulus"
"Lycaon_pictus","Carnivora","Canidae","Lycaon","pictus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",22050.1,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","EN","No",0,100,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lycaon pictus"
"Lyncodon_patagonicus","Carnivora","Mustelidae","Lyncodon","patagonicus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",225,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,100,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lyncodon patagonicus"
"Lynx_canadensis","Carnivora","Felidae","Lynx","canadensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",9373.2,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,100,0,"Reported 000 Species","Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.","Lynx canadensis"
"Lynx_lynx","Carnivora","Felidae","Lynx","lynx",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",17950,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,100,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lynx lynx"
"Lynx_pardinus","Carnivora","Felidae","Lynx","pardinus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",9400,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","EN","No",0,100,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Lynx pardinus"
"Lynx_rufus","Carnivora","Felidae","Lynx","rufus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",8904.1,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,100,0,"Reported 000 Species","Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.","Lynx rufus"
"Macaca_arctoides","Primates","Cercopithecidae","Macaca","arctoides",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Macaca arctoides"
"Macaca_assamensis","Primates","Cercopithecidae","Macaca","assamensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",12000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Macaca assamensis"
"Macaca_cyclopis","Primates","Cercopithecidae","Macaca","cyclopis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",6000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on large land bridge islands","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Macaca cyclopis"
"Macaca_fascicularis","Primates","Cercopithecidae","Macaca","fascicularis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3991.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",50,0,50,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Macaca fascicularis"
"Macaca_fuscata","Primates","Cercopithecidae","Macaca","fuscata",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",10400,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Macaca fuscata"
"Macaca_hecki","Primates","Cercopithecidae","Macaca","hecki",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",9000,"Reported","Journal of Human Evolution 32: 523-559 (2002)",NA,NA,"Occurs only on isolated islands","VU","No",100,0,0,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Macaca hecki"
