"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Terrestrial","Marine","Freshwater","Aerial","Life.Habit.Method","Life.Habit.Source","Mass.g","Mass.Method","Mass.Source","Mass.Comparison","Mass.Comparison.Source","Island.Endemicity","IUCN.Status.1.2","Added.IUCN.Status.1.2","Diet.Plant","Diet.Vertebrate","Diet.Invertebrate","Diet.Method","Diet.Source","scientificName"
"Cercocebus_lunulatus","Primates","Cercopithecidae","Cercocebus","lunulatus",1,0,0,0,"Imputed","PHYLACINE 1.2.1",7275,"Reported","Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs on mainland","EN","No",87,2,11,"Imputed 000 Species","PHYLACINE 1.2.1","Cercocebus lunulatus"
"Cercocebus_sanjei","Primates","Cercopithecidae","Cercocebus","sanjei",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",8023.4,"Reported","Global Ecology and Biogeography 18 :19-29 (2009)",NA,NA,"Occurs on mainland","EN","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercocebus sanjei"
"Cercocebus_torquatus","Primates","Cercopithecidae","Cercocebus","torquatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",8135.4,"Reported","Global Ecology and Biogeography 18 :19-29 (2009)",NA,NA,"Occurs on mainland","VU","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercocebus torquatus"
"Cercopithecus_ascanius","Primates","Cercopithecidae","Cercopithecus","ascanius",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3550,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus ascanius"
"Cercopithecus_campbelli","Primates","Cercopithecidae","Cercopithecus","campbelli",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",4100,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus campbelli"
"Cercopithecus_cephus","Primates","Cercopithecidae","Cercopithecus","cephus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3485,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus cephus"
"Cercopithecus_denti","Primates","Cercopithecidae","Cercopithecus","denti",1,0,0,0,"Imputed","PHYLACINE 1.2.1",4050,"Reported","Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs on mainland","LC","No",70,10,20,"Imputed 000 Species","PHYLACINE 1.2.1","Cercopithecus denti"
"Cercopithecus_diana","Primates","Cercopithecidae","Cercopithecus","diana",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",4175,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",60,10,30,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus diana"
"Cercopithecus_dryas","Primates","Cercopithecidae","Cercopithecus","dryas",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3075,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","CR","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus dryas"
"Cercopithecus_erythrogaster","Primates","Cercopithecidae","Cercopithecus","erythrogaster",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",2500,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus erythrogaster"
"Cercopithecus_erythrotis","Primates","Cercopithecidae","Cercopithecus","erythrotis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3918.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus erythrotis"
"Cercopithecus_hamlyni","Primates","Cercopithecidae","Cercopithecus","hamlyni",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",6875,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus hamlyni"
"Cercopithecus_lowei","Primates","Cercopithecidae","Cercopithecus","lowei",1,0,0,0,"Imputed","PHYLACINE 1.2.1",3950,"Reported","Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs on mainland","LC","No",70,10,20,"Imputed 000 Species","PHYLACINE 1.2.1","Cercopithecus lowei"
"Cercopithecus_mitis","Primates","Cercopithecidae","Cercopithecus","mitis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,10,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus mitis"
"Cercopithecus_mona","Primates","Cercopithecidae","Cercopithecus","mona",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",4208.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus mona"
"Cercopithecus_neglectus","Primates","Cercopithecidae","Cercopithecus","neglectus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5480,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus neglectus"
"Cercopithecus_nictitans","Primates","Cercopithecidae","Cercopithecus","nictitans",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5803.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus nictitans"
"Cercopithecus_petaurista","Primates","Cercopithecidae","Cercopithecus","petaurista",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",2775,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus petaurista"
"Cercopithecus_roloway","Primates","Cercopithecidae","Cercopithecus","roloway",1,0,0,0,"Imputed","PHYLACINE 1.2.1",4550,"Reported","Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs on mainland","EN","No",60,0,40,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus roloway"
"Cercopithecus_sclateri","Primates","Cercopithecidae","Cercopithecus","sclateri",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3375,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",70,10,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cercopithecus sclateri"
"Cerdocyon_thous","Carnivora","Canidae","Cerdocyon","thous",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5240,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,50,50,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cerdocyon thous"
"Cerradomys_andersoni","Rodentia","Cricetidae","Cerradomys","andersoni",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",37,"Reported","Mammalogy Papers: University of Nebraska State Museum 144: 1-13 (2004)",NA,NA,"Occurs on mainland","DD","No",57,14,29,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Cerradomys andersoni"
"Cerradomys_maracajuensis","Rodentia","Cricetidae","Cerradomys","maracajuensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",91.1,"Reported","American Museum Novitates 3622: 1-46 (2008)",NA,NA,"Occurs on mainland","LC","No",57,14,29,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Cerradomys maracajuensis"
"Cerradomys_marinhus","Rodentia","Cricetidae","Cerradomys","marinhus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",130,"Reported","American Museum Novitates 3622: 1-46 (2008)",NA,NA,"Occurs on mainland","DD","No",57,14,29,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Cerradomys marinhus"
"Cerradomys_scotti","Rodentia","Cricetidae","Cerradomys","scotti",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",92,"Reported","American Museum Novitates 3622: 1-46 (2008)",NA,NA,"Occurs on mainland","LC","No",57,14,29,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Cerradomys scotti"
"Cerradomys_subflavus","Rodentia","Cricetidae","Cerradomys","subflavus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",96.4,"Reported","American Museum Novitates 3622: 1-46 (2008)",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cerradomys subflavus"
"Cervalces_scotti","Cetartiodactyla","Cervidae","Cervalces","scotti",1,0,0,0,"Imputed","PHYLACINE 1.2.1",632000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","EP","Yes",100,0,0,"Reported 000 Species","Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.","Cervalces scotti"
"Cervus_albirostris","Cetartiodactyla","Cervidae","Cervus","albirostris",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",125000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cervus albirostris"
"Cervus_astylodon","Cetartiodactyla","Cervidae","Cervus","astylodon",1,0,0,0,"Imputed","PHYLACINE 1.2.1",18492.7,"Reported","Global Ecology and Biogeography 19: 475-484 (2010)",NA,NA,"Occurs only on isolated islands","EP","Yes",99,0,1,"Imputed 000 Species","PHYLACINE 1.2.1","Cervus astylodon"
"Cervus_canadensis","Cetartiodactyla","Cervidae","Cervus","canadensis",1,0,0,0,"Reported","Geist, V. 1998. Deer of the World. Stackpole Books, Mechanicsburg.",131250,"Reported","Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported Observed Species","Stewart, K. M., et al. 2003. Niche partitioning among mule deer, elk, and cattle: do stable isotopes reflect dietary niche? Ecoscience 10:297-302.","Cervus canadensis"
"Cervus_elaphus","Cetartiodactyla","Cervidae","Cervus","elaphus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",131250,"Reported","Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.","Cervus elaphus"
"Cervus_nippon","Cetartiodactyla","Cervidae","Cervus","nippon",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",53000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Cervus nippon"
"Chacodelphys_formosa","Didelphimorphia","Didelphidae","Chacodelphys","formosa",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",10,"Reported","Bulletin of the American Museum of Natural History 322 :1-177 (2009)",NA,NA,"Occurs on mainland","NT","No",0,0,100,"Transformed 000 Species","Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.","Chacodelphys formosa"
"Chaerephon_aloysiisabaudiae","Chiroptera","Molossidae","Chaerephon","aloysiisabaudiae",0,0,0,1,"Taxonomic","PHYLACINE 1.2",25.7,"Assumed isometric based on forearm length","Mammalian Species 574: 1-6 (1998)","Chaerephon_russatus","Mammalian Species 574: 1-6 (1998)","Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon aloysiisabaudiae"
"Chaerephon_ansorgei","Chiroptera","Molossidae","Chaerephon","ansorgei",0,0,0,1,"Taxonomic","PHYLACINE 1.2",16.1,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon ansorgei"
"Chaerephon_bemmeleni","Chiroptera","Molossidae","Chaerephon","bemmeleni",0,0,0,1,"Taxonomic","PHYLACINE 1.2",19,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon bemmeleni"
"Chaerephon_bivittatus","Chiroptera","Molossidae","Chaerephon","bivittatus",0,0,0,1,"Taxonomic","PHYLACINE 1.2",15,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon bivittatus"
"Chaerephon_bregullae","Chiroptera","Molossidae","Chaerephon","bregullae",0,0,0,1,"Taxonomic","PHYLACINE 1.2",19.9,"Reported","Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994)",NA,NA,"Occurs only on isolated islands","EN","No",0,0,100,"Estimated Expert Family","Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94.","Chaerephon bregullae"
"Chaerephon_chapini","Chiroptera","Molossidae","Chaerephon","chapini",0,0,0,1,"Taxonomic","PHYLACINE 1.2",10,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon chapini"
"Chaerephon_gallagheri","Chiroptera","Molossidae","Chaerephon","gallagheri",0,0,0,1,"Taxonomic","PHYLACINE 1.2",10.2,"Assumed isometric based on forearm length","Mammalian species 574: 1-6 (1998)","Chaerephon_russatus","Mammalian species 574: 1-6 (1998)","Occurs on mainland","DD","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon gallagheri"
"Chaerephon_jobensis","Chiroptera","Molossidae","Chaerephon","jobensis",0,0,0,1,"Taxonomic","PHYLACINE 1.2",16.9,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon jobensis"
"Chaerephon_jobimena","Chiroptera","Molossidae","Chaerephon","jobimena",0,0,0,1,"Taxonomic","PHYLACINE 1.2",14.3,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Transformed 000 Species","Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.","Chaerephon jobimena"
"Chaerephon_johorensis","Chiroptera","Molossidae","Chaerephon","johorensis",0,0,0,1,"Taxonomic","PHYLACINE 1.2",20,"Reported","Francis CM. A Guide to the Mammals of Southeast Asia (2008)",NA,NA,"Occurs on mainland","VU","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon johorensis"
"Chaerephon_major","Chiroptera","Molossidae","Chaerephon","major",0,0,0,1,"Taxonomic","PHYLACINE 1.2",14.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon major"
"Chaerephon_nigeriae","Chiroptera","Molossidae","Chaerephon","nigeriae",0,0,0,1,"Taxonomic","PHYLACINE 1.2",19.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon nigeriae"
"Chaerephon_plicatus","Chiroptera","Molossidae","Chaerephon","plicatus",0,0,0,1,"Taxonomic","PHYLACINE 1.2",17.1,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon plicatus"
"Chaerephon_pumilus","Chiroptera","Molossidae","Chaerephon","pumilus",0,0,0,1,"Taxonomic","PHYLACINE 1.2",11.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon pumilus"
"Chaerephon_russatus","Chiroptera","Molossidae","Chaerephon","russatus",0,0,0,1,"Taxonomic","PHYLACINE 1.2",16.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaerephon russatus"
"Chaerephon_solomonis","Chiroptera","Molossidae","Chaerephon","solomonis",0,0,0,1,"Taxonomic","PHYLACINE 1.2",12.3,"Reported","Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994)",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Estimated Expert Family","Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94.","Chaerephon solomonis"
"Chaerephon_tomensis","Chiroptera","Molossidae","Chaerephon","tomensis",0,0,0,1,"Taxonomic","PHYLACINE 1.2",7.1,"Reported","Journal of Mammalogy 74: 901-907 (1993)",NA,NA,"Occurs only on isolated islands","EN","No",0,0,100,"Estimated Expert Family","Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94.","Chaerephon tomensis"
"Chaeropus_ecaudatus","Peramelemorphia","Chaeropodidae","Chaeropus","ecaudatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",200,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","EX","No",100,0,0,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Chaeropus ecaudatus"
"Chaetocauda_sichuanensis","Rodentia","Gliridae","Chaetocauda","sichuanensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",30.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",70,20,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetocauda sichuanensis"
"Chaetodipus_arenarius","Rodentia","Heteromyidae","Chaetodipus","arenarius",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",23,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus arenarius"
"Chaetodipus_artus","Rodentia","Heteromyidae","Chaetodipus","artus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",22.2,"Imputed","PHYLACINE 1.2.1",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus artus"
"Chaetodipus_baileyi","Rodentia","Heteromyidae","Chaetodipus","baileyi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",26.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus baileyi"
"Chaetodipus_californicus","Rodentia","Heteromyidae","Chaetodipus","californicus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",22,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.","Chaetodipus californicus"
"Chaetodipus_eremicus","Rodentia","Heteromyidae","Chaetodipus","eremicus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",19,"Reported","Mammalian Species 768: 1-3 (2005)",NA,NA,"Occurs on mainland","LC","No",90,0,10,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.","Chaetodipus eremicus"
