"","dat.scientificName","ss"
"3543","Didelphis virginiana",167
"3544","Didelphis virginiana",47
"3545","Didelphis virginiana",48
"3546","Didelphis virginiana",98
"3547","Didelphis virginiana",164
"3548","Didelphis virginiana",60
"3549","Didelphis virginiana",274
"3550","Didelphis virginiana",52
"3551","Didelphis virginiana",111
"3552","Didelphis virginiana",90
"3553","Didelphis virginiana",65
"3554","Didelphis virginiana",94
"3555","Didelphis virginiana",15
"3556","Didelphis virginiana",191
"3557","Didelphis virginiana",217
"3558","Didelphis virginiana",21
"3559","Didelphis virginiana",25
"3560","Didelphis virginiana",112
"3561","Didelphis virginiana",22
"3562","Didelphis virginiana",136
"3563","Didelphis virginiana",41
"3564","Didelphis virginiana",83
"3565","Didelphis virginiana",64
"3566","Didelphis virginiana",15
"3567","Didelphis virginiana",51
"3568","Didelphis virginiana",46
"3569","Didelphis virginiana",27
"3570","Didelphis virginiana",143
"3571","Didelphis virginiana",171
"3572","Didelphis virginiana",18
"3573","Didelphis virginiana",20
"3574","Didelphis virginiana",25
"3575","Didelphis virginiana",75
"3576","Didelphis virginiana",10
"3577","Didelphis virginiana",38
"3578","Didelphis virginiana",36
"3579","Didelphis virginiana",74
"3580","Didelphis virginiana",32
"3581","Didelphis virginiana",33
"3582","Didelphis virginiana",73
"3583","Didelphis virginiana",52
"3584","Didelphis virginiana",58
"3585","Didelphis virginiana",84
"3586","Didelphis virginiana",54
"3587","Didelphis virginiana",111
"3588","Didelphis virginiana",33
"3589","Didelphis virginiana",78
"3590","Didelphis virginiana",17
"3591","Didelphis virginiana",66
"3592","Didelphis virginiana",28
"3593","Didelphis virginiana",197
"3594","Didelphis virginiana",95
"3595","Didelphis virginiana",232
"3596","Didelphis virginiana",43
"3597","Didelphis virginiana",32
"3598","Didelphis virginiana",385
"3599","Didelphis virginiana",105
"3600","Didelphis virginiana",46
"3601","Didelphis virginiana",10
"3602","Didelphis virginiana",33
"3603","Didelphis virginiana",22
"3604","Didelphis virginiana",171
"3605","Didelphis virginiana",30
"3606","Didelphis virginiana",86
"3607","Didelphis virginiana",27
"3608","Didelphis virginiana",401
"3609","Didelphis virginiana",51
"3610","Didelphis virginiana",28
"3611","Didelphis virginiana",101
"3612","Didelphis virginiana",64
"3613","Didelphis virginiana",157
"3614","Didelphis virginiana",15
"3615","Didelphis virginiana",20
"3616","Didelphis virginiana",79
"3617","Didelphis virginiana",14
"3618","Didelphis virginiana",108
"3619","Didelphis virginiana",126
"3620","Didelphis virginiana",316
"3621","Didelphis virginiana",97
"3622","Didelphis virginiana",42
"3623","Didelphis virginiana",109
"3624","Didelphis virginiana",26
"3625","Didelphis virginiana",30
"3626","Didelphis virginiana",64
"3627","Didelphis virginiana",65
"3628","Didelphis virginiana",88
"3629","Didelphis virginiana",381
"3630","Didelphis virginiana",34
"3631","Didelphis virginiana",32
"3632","Didelphis virginiana",43
"3633","Didelphis virginiana",75
"3634","Didelphis virginiana",106
"3635","Didelphis virginiana",63
"3636","Didelphis virginiana",15
"3637","Didelphis virginiana",25
"3638","Didelphis virginiana",75
"3639","Didelphis virginiana",16
"3640","Didelphis virginiana",60
"3641","Didelphis virginiana",40
"3642","Didelphis virginiana",53
"3643","Didelphis virginiana",40
"3644","Didelphis virginiana",32
"3645","Didelphis virginiana",20
"3646","Didelphis virginiana",81
"3647","Didelphis virginiana",67
"3648","Didelphis virginiana",54
"3649","Didelphis virginiana",64
"3650","Didelphis virginiana",123
"3651","Didelphis virginiana",179
"3652","Didelphis virginiana",44
"3653","Didelphis virginiana",13
"3654","Didelphis virginiana",299
"3655","Didelphis virginiana",50
"3656","Didelphis virginiana",18
"3657","Didelphis virginiana",10
"3658","Didelphis virginiana",39
"3659","Didelphis virginiana",41
"3660","Didelphis virginiana",106
"3661","Didelphis virginiana",21
"3662","Didelphis virginiana",134
"3663","Didelphis virginiana",48
"3664","Didelphis virginiana",27
"3665","Didelphis virginiana",38
"3666","Didelphis virginiana",114
"3667","Didelphis virginiana",25
"3668","Didelphis virginiana",48
"3669","Didelphis virginiana",79
"3670","Didelphis virginiana",50
"3671","Didelphis virginiana",132
"3672","Didelphis virginiana",53
"3673","Didelphis virginiana",169
"3674","Didelphis virginiana",41
"3675","Didelphis virginiana",16
"3676","Didelphis virginiana",19
"3677","Didelphis virginiana",18
"3678","Didelphis virginiana",61
"3679","Didelphis virginiana",45
"3680","Didelphis virginiana",96
"3681","Didelphis virginiana",104
"3682","Didelphis virginiana",63
"3683","Didelphis virginiana",176
"3684","Didelphis virginiana",18
"3685","Didelphis virginiana",19
"3686","Didelphis virginiana",48
"3687","Didelphis virginiana",288
"3688","Didelphis virginiana",48
"3689","Didelphis virginiana",31
"3690","Didelphis virginiana",27
"3691","Didelphis virginiana",49
"3692","Didelphis virginiana",78
"3693","Dinomys branickii",11
"3694","Dipodomys deserti",11
"3695","Dipodomys merriami",29
"3696","Dipodomys merriami",54
"3697","Dipodomys merriami",61
"3698","Dipodomys merriami",31
"3699","Dremomys rufigenis",32
"3700","Dremomys rufigenis",14
"3701","Dremomys rufigenis",10
"3702","Dremomys rufigenis",74
"3703","Dremomys rufigenis",36
"3704","Dremomys rufigenis",67
"3705","Dremomys rufigenis",13
"3706","Echinosorex gymnura",11
"3707","Echinosorex gymnura",19
"3708","Echinosorex gymnura",11
"3709","Eira barbara",13
"3710","Eira barbara",12
"3711","Eira barbara",10
"3712","Eira barbara",13
"3713","Eira barbara",20
"3714","Eira barbara",10
"3715","Eira barbara",13
"3716","Eira barbara",10
"3717","Eira barbara",11
"3718","Eira barbara",19
"3719","Eira barbara",10
"3720","Eira barbara",13
"3721","Eira barbara",12
"3722","Eira barbara",58
"3723","Eira barbara",12
"3724","Eira barbara",20
"3725","Eira barbara",15
"3726","Eira barbara",12
"3727","Eira barbara",11
"3728","Eira barbara",10
"3729","Eira barbara",38
"3730","Eira barbara",12
"3731","Eira barbara",11
"3732","Eira barbara",11
"3733","Elephas maximus",12
"3734","Elephas maximus",19
"3735","Elephas maximus",17
"3736","Elephas maximus",23
"3737","Elephas maximus",17
"3738","Elephas maximus",15
"3739","Elephas maximus",16
"3740","Elephas maximus",12
"3741","Elephas maximus",12
"3742","Elephas maximus",15
"3743","Elephas maximus",11
"3744","Elephas maximus",23
"3745","Elephas maximus",16
"3746","Elephas maximus",13
"3747","Elephas maximus",10
"3748","Elephas maximus",10
"3749","Elephas maximus",10
"3750","Equus quagga",54
"3751","Equus quagga",30
"3752","Equus quagga",51
"3753","Equus quagga",153
"3754","Equus quagga",39
"3755","Equus quagga",58
"3756","Equus quagga",259
"3757","Equus quagga",281
"3758","Equus quagga",216
"3759","Equus quagga",37
"3760","Equus quagga",34
"3761","Equus quagga",253
"3762","Equus quagga",36
"3763","Equus quagga",35
"3764","Equus quagga",35
"3765","Equus quagga",33
"3766","Equus quagga",89
"3767","Equus quagga",44
"3768","Equus quagga",97
"3769","Equus quagga",177
"3770","Equus quagga",31
"3771","Equus quagga",43
"3772","Equus quagga",11
"3773","Equus quagga",39
"3774","Equus quagga",12
"3775","Equus quagga",31
"3776","Equus quagga",78
"3777","Equus quagga",14
"3778","Equus quagga",19
"3779","Equus quagga",48
"3780","Equus quagga",36
"3781","Equus quagga",121
"3782","Equus quagga",18
"3783","Equus quagga",45
"3784","Equus quagga",35
"3785","Equus quagga",39
"3786","Equus quagga",135
"3787","Equus quagga",43
"3788","Equus quagga",52
"3789","Equus quagga",18
"3790","Equus quagga",43
"3791","Equus quagga",47
"3792","Equus quagga",11
"3793","Equus quagga",84
"3794","Equus quagga",29
"3795","Equus quagga",38
"3796","Equus quagga",26
"3797","Equus quagga",42
"3798","Equus quagga",50
"3799","Equus quagga",32
"3800","Equus quagga",38
"3801","Equus quagga",165
"3802","Equus quagga",126
"3803","Equus quagga",40
"3804","Equus quagga",166
"3805","Equus quagga",26
"3806","Equus quagga",29
"3807","Equus quagga",49
"3808","Equus quagga",200
"3809","Equus quagga",15
"3810","Equus quagga",22
"3811","Equus quagga",68
"3812","Equus quagga",172
"3813","Equus quagga",35
"3814","Equus quagga",69
"3815","Equus quagga",30
"3816","Equus quagga",23
"3817","Equus zebra",16
"3818","Equus zebra",51
"3819","Equus zebra",21
"3820","Equus zebra",13
"3821","Equus zebra",10
"3822","Equus zebra",15
"3823","Equus zebra",23
"3824","Erethizon dorsatum",10
"3825","Erethizon dorsatum",18
"3826","Erethizon dorsatum",12
"3827","Erethizon dorsatum",10
"3828","Erethizon dorsatum",21
"3829","Erethizon dorsatum",33
"3830","Erethizon dorsatum",46
"3831","Erethizon dorsatum",10
"3832","Erethizon dorsatum",11
"3833","Erethizon dorsatum",18
"3834","Erethizon dorsatum",18
"3835","Erethizon dorsatum",16
"3836","Erethizon dorsatum",11
"3837","Erethizon dorsatum",31
"3838","Erethizon dorsatum",12
"3839","Erethizon dorsatum",15
"3840","Erethizon dorsatum",41
"3841","Erethizon dorsatum",12
"3842","Erethizon dorsatum",14
"3843","Erethizon dorsatum",28
"3844","Erethizon dorsatum",14
"3845","Erethizon dorsatum",14
"3846","Erethizon dorsatum",10
"3847","Erethizon dorsatum",11
"3848","Erethizon dorsatum",11
"3849","Erethizon dorsatum",14
"3850","Erethizon dorsatum",26
"3851","Erethizon dorsatum",13
"3852","Erethizon dorsatum",32
"3853","Erethizon dorsatum",22
"3854","Erethizon dorsatum",24
"3855","Erethizon dorsatum",10
"3856","Erethizon dorsatum",10
"3857","Erethizon dorsatum",10
"3858","Erethizon dorsatum",14
"3859","Erethizon dorsatum",24
"3860","Erethizon dorsatum",44
"3861","Erethizon dorsatum",39
"3862","Erethizon dorsatum",17
"3863","Erethizon dorsatum",22
"3864","Erethizon dorsatum",11
"3865","Erethizon dorsatum",13
"3866","Erethizon dorsatum",14
"3867","Erethizon dorsatum",20
"3868","Erethizon dorsatum",14
"3869","Erethizon dorsatum",13
"3870","Erethizon dorsatum",12
"3871","Erethizon dorsatum",22
"3872","Erethizon dorsatum",11
"3873","Erethizon dorsatum",12
"3874","Erinaceus amurensis",17
"3875","Erythrocebus patas",15
"3876","Erythrocebus patas",18
"3877","Eudorcas thomsonii",185
"3878","Eudorcas thomsonii",19
"3879","Eudorcas thomsonii",1250
"3880","Eudorcas thomsonii",735
"3881","Eudorcas thomsonii",629
"3882","Eudorcas thomsonii",279
"3883","Eudorcas thomsonii",207
"3884","Eudorcas thomsonii",723
"3885","Eudorcas thomsonii",839
"3886","Eudorcas thomsonii",724
"3887","Eudorcas thomsonii",10
"3888","Eudorcas thomsonii",18
"3889","Eudorcas thomsonii",112
"3890","Eudorcas thomsonii",10
"3891","Eudorcas thomsonii",64
"3892","Eudorcas thomsonii",27
"3893","Eudorcas thomsonii",195
"3894","Eudorcas thomsonii",842
"3895","Eudorcas thomsonii",78
"3896","Eudorcas thomsonii",154
"3897","Eudorcas thomsonii",354
"3898","Eudorcas thomsonii",542
"3899","Eudorcas thomsonii",598
"3900","Eudorcas thomsonii",885
"3901","Eudorcas thomsonii",40
"3902","Eudorcas thomsonii",454
"3903","Eudorcas thomsonii",128
"3904","Eudorcas thomsonii",138
"3905","Eudorcas thomsonii",36
"3906","Eudorcas thomsonii",1065
"3907","Eudorcas thomsonii",458
"3908","Eudorcas thomsonii",1145
"3909","Eudorcas thomsonii",576
"3910","Eulemur albifrons",23
"3911","Eulemur cinereiceps",17
"3912","Eulemur fulvus",10
"3913","Eulemur fulvus",18
"3914","Euphractus sexcinctus",18
"3915","Euphractus sexcinctus",24
"3916","Euphractus sexcinctus",20
"3917","Euphractus sexcinctus",22
"3918","Euphractus sexcinctus",26
"3919","Euphractus sexcinctus",31
"3920","Euphractus sexcinctus",18
"3921","Euphractus sexcinctus",19
"3922","Euphractus sexcinctus",25
"3923","Euphractus sexcinctus",20
"3924","Euphractus sexcinctus",39
"3925","Euphractus sexcinctus",19
"3926","Euphractus sexcinctus",11
"3927","Euphractus sexcinctus",14
"3928","Euphractus sexcinctus",11
"3929","Euphractus sexcinctus",22
"3930","Euphractus sexcinctus",11
"3931","Eupleres goudotii",19
"3932","Eupleres goudotii",16
"3933","Eupleres goudotii",15
"3934","Eupleres goudotii",78
"3935","Eupleres goudotii",58
"3936","Eupleres goudotii",14
"3937","Eupleres goudotii",42
"3938","Eupleres goudotii",12
"3939","Eupleres goudotii",13
"3940","Eupleres goudotii",27
"3941","Eupleres goudotii",28
"3942","Eupleres goudotii",56
"3943","Eupleres goudotii",26
"3944","Euryoryzomys nitidus",19
"3945","Eutamias sibiricus",26
"3946","Eutamias sibiricus",96
"3947","Eutamias sibiricus",16
"3948","Eutamias sibiricus",39
"3949","Felis chaus",10
"3950","Felis silvestris",81
"3951","Felis silvestris",32
"3952","Felis silvestris",14
"3953","Felis silvestris",15
"3954","Felis silvestris",11
"3955","Felis silvestris",22
"3956","Felis silvestris",11
"3957","Felis silvestris",24
"3958","Felis silvestris",15
"3959","Felis silvestris",10
"3960","Felis silvestris",10
"3961","Felis silvestris",10
"3962","Felis silvestris",12
"3963","Felis silvestris",29
"3964","Felis silvestris",11
"3965","Felis silvestris",26
"3966","Felis silvestris",46
"3967","Felis silvestris",34
"3968","Felis silvestris",46
"3969","Felis silvestris",72
"3970","Felis silvestris",79
"3971","Felis silvestris",18
"3972","Felis silvestris",30
"3973","Fossa fossana",106
"3974","Fossa fossana",50
"3975","Fossa fossana",144
"3976","Fossa fossana",48
"3977","Fossa fossana",36
"3978","Fossa fossana",11
"3979","Fossa fossana",11
"3980","Fossa fossana",15
"3981","Fossa fossana",26
"3982","Fossa fossana",107
"3983","Fossa fossana",122
"3984","Fossa fossana",134
"3985","Fossa fossana",41
"3986","Fossa fossana",46
"3987","Fossa fossana",18
"3988","Fossa fossana",17
"3989","Fossa fossana",11
"3990","Fossa fossana",25
"3991","Fossa fossana",100
"3992","Fossa fossana",15
"3993","Fossa fossana",21
"3994","Fossa fossana",56
"3995","Fossa fossana",18
"3996","Fossa fossana",31
"3997","Fossa fossana",54
"3998","Fossa fossana",42
"3999","Fossa fossana",100
"4000","Fossa fossana",28
"4001","Fossa fossana",43
"4002","Fossa fossana",24
"4003","Fossa fossana",15
"4004","Fossa fossana",15
"4005","Fossa fossana",25
"4006","Fossa fossana",68
"4007","Fossa fossana",52
"4008","Fossa fossana",67
"4009","Fossa fossana",199
"4010","Fossa fossana",42
"4011","Fossa fossana",29
"4012","Fossa fossana",31
"4013","Fossa fossana",15
"4014","Fossa fossana",10
"4015","Fossa fossana",169
"4016","Fossa fossana",41
"4017","Fossa fossana",46
"4018","Fossa fossana",68
"4019","Fossa fossana",14
"4020","Fossa fossana",28
"4021","Fossa fossana",30
"4022","Fossa fossana",52
"4023","Fossa fossana",158
"4024","Fossa fossana",26
"4025","Fossa fossana",52
"4026","Fossa fossana",205
"4027","Fossa fossana",33
"4028","Fossa fossana",39
"4029","Fossa fossana",80
"4030","Fossa fossana",161
"4031","Fossa fossana",24
"4032","Fossa fossana",19
"4033","Fossa fossana",33
"4034","Fossa fossana",27
"4035","Fossa fossana",15
"4036","Funisciurus anerythrus",12
"4037","Funisciurus anerythrus",14
"4038","Funisciurus anerythrus",20
"4039","Funisciurus anerythrus",12
"4040","Funisciurus leucogenys",10
"4041","Funisciurus leucogenys",23
"4042","Funisciurus leucogenys",26
"4043","Funisciurus leucogenys",25
"4044","Funisciurus leucogenys",27
"4045","Funisciurus leucogenys",30
"4046","Funisciurus leucogenys",30
"4047","Funisciurus leucogenys",33
"4048","Funisciurus leucogenys",16
"4049","Funisciurus leucogenys",24
"4050","Funisciurus leucogenys",38
"4051","Funisciurus leucogenys",29
"4052","Funisciurus pyrropus",21
"4053","Funisciurus pyrropus",18
"4054","Funisciurus pyrropus",39
"4055","Funisciurus pyrropus",22
"4056","Galea spixii",27
"4057","Galea spixii",41
"4058","Galea spixii",31
"4059","Galea spixii",18
"4060","Galea spixii",27
"4061","Galea spixii",19
"4062","Galea spixii",25
"4063","Galea spixii",17
"4064","Galea spixii",21
"4065","Galea spixii",26
"4066","Galea spixii",32
"4067","Galea spixii",29
"4068","Galidia elegans",13
"4069","Galidia elegans",103
"4070","Galidia elegans",13
"4071","Galidia elegans",370
"4072","Galidia elegans",66
"4073","Galidia elegans",281
"4074","Galidia elegans",11
"4075","Galidia elegans",24
"4076","Galidia elegans",18
"4077","Galidia elegans",16
"4078","Galidia elegans",10
"4079","Galidia elegans",17
"4080","Galidia elegans",192
"4081","Galidia elegans",22
"4082","Galidia elegans",10
"4083","Galidia elegans",13
"4084","Galidia elegans",51
"4085","Galidia elegans",65
"4086","Galidia elegans",24
"4087","Galidia elegans",229
"4088","Galidia elegans",16
"4089","Galidia elegans",10
"4090","Galidia elegans",22
"4091","Galidia elegans",26
"4092","Galidia elegans",73
"4093","Galidia elegans",15
"4094","Galidia elegans",16
"4095","Galidia elegans",16
"4096","Galidictis fasciata",13
"4097","Galidictis fasciata",21
"4098","Galidictis fasciata",21
"4099","Galidictis fasciata",17
"4100","Galidictis fasciata",15
"4101","Galidictis fasciata",30
"4102","Galidictis fasciata",10
"4103","Galidictis fasciata",15
"4104","Galidictis fasciata",29
"4105","Galidictis fasciata",11
"4106","Genetta genetta",35
"4107","Genetta genetta",137
"4108","Genetta genetta",44
"4109","Genetta genetta",28
"4110","Genetta genetta",26
"4111","Genetta genetta",102
"4112","Genetta genetta",176
"4113","Genetta genetta",11
"4114","Genetta genetta",12
"4115","Genetta genetta",28
"4116","Genetta genetta",38
"4117","Genetta genetta",17
"4118","Genetta genetta",152
"4119","Genetta genetta",20
"4120","Genetta genetta",26
"4121","Genetta genetta",13
"4122","Genetta genetta",60
"4123","Genetta genetta",65
"4124","Genetta genetta",20
"4125","Genetta genetta",30
"4126","Genetta genetta",51
"4127","Genetta genetta",99
"4128","Genetta genetta",25
"4129","Genetta genetta",67
"4130","Genetta genetta",117
"4131","Genetta genetta",207
"4132","Genetta genetta",233
"4133","Genetta genetta",69
"4134","Genetta genetta",11
"4135","Genetta genetta",107
"4136","Genetta genetta",139
"4137","Genetta genetta",19
"4138","Genetta genetta",27
"4139","Genetta genetta",252
"4140","Genetta genetta",18
"4141","Genetta genetta",12
"4142","Genetta genetta",10
"4143","Genetta genetta",16
"4144","Genetta genetta",16
"4145","Genetta genetta",73
"4146","Genetta genetta",171
"4147","Genetta genetta",17
"4148","Genetta genetta",24
"4149","Genetta genetta",16
"4150","Genetta genetta",24
"4151","Genetta genetta",281
"4152","Genetta genetta",17
"4153","Genetta genetta",24
"4154","Genetta genetta",80
"4155","Genetta genetta",24
"4156","Genetta genetta",76
"4157","Genetta genetta",161
"4158","Genetta genetta",280
"4159","Genetta genetta",28
"4160","Genetta genetta",34
"4161","Genetta genetta",33
"4162","Genetta maculata",74
"4163","Genetta maculata",52
"4164","Genetta maculata",51
"4165","Genetta servalina",14
"4166","Genetta servalina",10
"4167","Genetta servalina",11
"4168","Genetta servalina",11
"4169","Genetta servalina",10
"4170","Genetta servalina",12
"4171","Genetta servalina",18
"4172","Genetta servalina",15
"4173","Genetta servalina",13
"4174","Genetta servalina",12
"4175","Genetta servalina",10
"4176","Genetta servalina",10
"4177","Genetta servalina",19
"4178","Genetta servalina",12
"4179","Genetta servalina",12
"4180","Genetta servalina",15
"4181","Genetta servalina",10
"4182","Genetta servalina",12
"4183","Genetta servalina",15
"4184","Genetta servalina",16
"4185","Genetta servalina",10
"4186","Genetta servalina",13
"4187","Genetta servalina",52
"4188","Genetta servalina",18
"4189","Genetta servalina",15
"4190","Genetta servalina",13
"4191","Genetta servalina",10
"4192","Genetta servalina",14
"4193","Genetta servalina",10
"4194","Genetta servalina",10
"4195","Genetta servalina",13
"4196","Genetta servalina",12
"4197","Genetta servalina",76
"4198","Genetta servalina",59
"4199","Genetta servalina",12
"4200","Genetta servalina",15
"4201","Giraffa camelopardalis",41
"4202","Giraffa camelopardalis",52
"4203","Giraffa camelopardalis",55
"4204","Giraffa camelopardalis",75
"4205","Giraffa camelopardalis",30
"4206","Giraffa camelopardalis",89
"4207","Giraffa camelopardalis",42
"4208","Giraffa camelopardalis",49
"4209","Giraffa camelopardalis",60
"4210","Giraffa camelopardalis",72
"4211","Giraffa camelopardalis",52
"4212","Giraffa camelopardalis",62
"4213","Giraffa camelopardalis",53
"4214","Giraffa camelopardalis",39
"4215","Giraffa camelopardalis",51
"4216","Giraffa camelopardalis",82
"4217","Giraffa camelopardalis",36
"4218","Giraffa camelopardalis",46
"4219","Giraffa camelopardalis",31
"4220","Giraffa camelopardalis",51
"4221","Giraffa camelopardalis",57
"4222","Giraffa camelopardalis",30
"4223","Giraffa camelopardalis",95
"4224","Giraffa camelopardalis",72
"4225","Giraffa camelopardalis",100
"4226","Giraffa camelopardalis",77
"4227","Giraffa camelopardalis",39
"4228","Giraffa camelopardalis",50
"4229","Giraffa camelopardalis",53
"4230","Giraffa camelopardalis",78
"4231","Giraffa camelopardalis",39
"4232","Giraffa camelopardalis",29
"4233","Giraffa camelopardalis",53
"4234","Giraffa camelopardalis",60
"4235","Giraffa camelopardalis",15
"4236","Giraffa camelopardalis",83
"4237","Giraffa camelopardalis",36
"4238","Giraffa camelopardalis",57
"4239","Giraffa camelopardalis",44
"4240","Giraffa camelopardalis",38
"4241","Giraffa camelopardalis",40
"4242","Giraffa camelopardalis",44
"4243","Giraffa camelopardalis",32
"4244","Giraffa camelopardalis",43
"4245","Giraffa camelopardalis",46
"4246","Giraffa camelopardalis",59
"4247","Giraffa camelopardalis",13
"4248","Giraffa camelopardalis",60
"4249","Giraffa camelopardalis",15
"4250","Giraffa camelopardalis",76
"4251","Giraffa camelopardalis",28
"4252","Giraffa camelopardalis",47
"4253","Giraffa camelopardalis",65
"4254","Giraffa camelopardalis",46
"4255","Giraffa camelopardalis",50
"4256","Giraffa camelopardalis",41
"4257","Giraffa camelopardalis",74
"4258","Giraffa camelopardalis",59
"4259","Giraffa camelopardalis",66
"4260","Giraffa camelopardalis",53
"4261","Giraffa camelopardalis",97
"4262","Giraffa camelopardalis",60
"4263","Giraffa camelopardalis",63
"4264","Giraffa camelopardalis",91
"4265","Giraffa camelopardalis",14
"4266","Giraffa camelopardalis",54
"4267","Giraffa camelopardalis",18
"4268","Giraffa camelopardalis",30
"4269","Giraffa camelopardalis",14
"4270","Giraffa camelopardalis",91
"4271","Giraffa camelopardalis",31
"4272","Glaucomys sabrinus",37
"4273","Glaucomys sabrinus",106
"4274","Glaucomys sabrinus",116
"4275","Glaucomys sabrinus",41
"4276","Glaucomys sabrinus",100
"4277","Glaucomys sabrinus",82
"4278","Glaucomys sabrinus",14
"4279","Glaucomys sabrinus",31
"4280","Glaucomys sabrinus",26
"4281","Glaucomys sabrinus",39
"4282","Glaucomys sabrinus",19
"4283","Glaucomys sabrinus",48
"4284","Glaucomys sabrinus",10
"4285","Glaucomys sabrinus",63
"4286","Glaucomys sabrinus",28
"4287","Glaucomys sabrinus",46
"4288","Glaucomys sabrinus",110
"4289","Glaucomys sabrinus",25
"4290","Glaucomys sabrinus",171
"4291","Glaucomys sabrinus",11
"4292","Glaucomys sabrinus",83
"4293","Glaucomys sabrinus",93
"4294","Glaucomys sabrinus",39
"4295","Glaucomys sabrinus",26
"4296","Glaucomys sabrinus",153
"4297","Glaucomys sabrinus",55
"4298","Glaucomys sabrinus",128
"4299","Glaucomys sabrinus",10
"4300","Glaucomys sabrinus",96
"4301","Glaucomys sabrinus",11
"4302","Glaucomys sabrinus",37
"4303","Glaucomys sabrinus",114
"4304","Glaucomys sabrinus",93
"4305","Glaucomys sabrinus",97
"4306","Glaucomys sabrinus",14
"4307","Glaucomys sabrinus",22
"4308","Glaucomys sabrinus",75
"4309","Glaucomys sabrinus",123
"4310","Glaucomys sabrinus",110
"4311","Glaucomys sabrinus",77
"4312","Glaucomys sabrinus",38
"4313","Glaucomys sabrinus",43
"4314","Glaucomys sabrinus",10
"4315","Glaucomys sabrinus",42
"4316","Glaucomys sabrinus",159
"4317","Glaucomys sabrinus",205
"4318","Glaucomys sabrinus",14
"4319","Glaucomys sabrinus",120
"4320","Glaucomys sabrinus",18
"4321","Glaucomys sabrinus",69
"4322","Glaucomys sabrinus",82
"4323","Glaucomys sabrinus",37
"4324","Glaucomys sabrinus",41
"4325","Glaucomys sabrinus",33
"4326","Glaucomys sabrinus",28
"4327","Glaucomys sabrinus",14
"4328","Glaucomys sabrinus",13
"4329","Glaucomys sabrinus",24
"4330","Glaucomys sabrinus",343
"4331","Glaucomys sabrinus",156
"4332","Glaucomys sabrinus",48
"4333","Glaucomys sabrinus",50
"4334","Glaucomys sabrinus",18
"4335","Glaucomys sabrinus",26
"4336","Glaucomys sabrinus",205
"4337","Glaucomys sabrinus",286
"4338","Glaucomys sabrinus",63
"4339","Glaucomys sabrinus",17
"4340","Glaucomys sabrinus",56
"4341","Glaucomys sabrinus",227
"4342","Glaucomys sabrinus",12
"4343","Glaucomys sabrinus",108
"4344","Glaucomys sabrinus",120
"4345","Glaucomys sabrinus",11
"4346","Glaucomys sabrinus",11
"4347","Glaucomys sabrinus",120
"4348","Glaucomys sabrinus",289
"4349","Glaucomys sabrinus",46
"4350","Glaucomys sabrinus",101
"4351","Glaucomys sabrinus",76
"4352","Glaucomys sabrinus",53
"4353","Glaucomys sabrinus",24
"4354","Glaucomys sabrinus",16
"4355","Glaucomys sabrinus",25
"4356","Glaucomys sabrinus",37
"4357","Glaucomys volans",13
"4358","Glaucomys volans",22
"4359","Glaucomys volans",51
"4360","Glaucomys volans",10
"4361","Glaucomys volans",10
"4362","Glaucomys volans",111
"4363","Glaucomys volans",42
"4364","Glaucomys volans",42
"4365","Glaucomys volans",59
"4366","Glaucomys volans",33
"4367","Glaucomys volans",33
"4368","Glaucomys volans",17
"4369","Glaucomys volans",77
"4370","Glaucomys volans",84
"4371","Glaucomys volans",48
"4372","Gorilla beringei",10
"4373","Gulo gulo",177
"4374","Gulo gulo",13
"4375","Gulo gulo",81
"4376","Gulo gulo",102
"4377","Gulo gulo",10
"4378","Gulo gulo",37
"4379","Gulo gulo",312
"4380","Gulo gulo",104
"4381","Gulo gulo",127
"4382","Hapalemur griseus",13
"4383","Helarctos malayanus",13
"4384","Helarctos malayanus",15
"4385","Helarctos malayanus",11
"4386","Helarctos malayanus",33
"4387","Helarctos malayanus",18
"4388","Helarctos malayanus",33
"4389","Helarctos malayanus",14
"4390","Helarctos malayanus",78
"4391","Helarctos malayanus",20
"4392","Helarctos malayanus",17
"4393","Helarctos malayanus",19
"4394","Helarctos malayanus",10
"4395","Helarctos malayanus",41
"4396","Helarctos malayanus",39
"4397","Helarctos malayanus",23
"4398","Helarctos malayanus",11
"4399","Helarctos malayanus",12
"4400","Helarctos malayanus",41
"4401","Helarctos malayanus",46
"4402","Helarctos malayanus",37
"4403","Helarctos malayanus",12
"4404","Helarctos malayanus",62
"4405","Helarctos malayanus",22
"4406","Helarctos malayanus",33
"4407","Helarctos malayanus",20
"4408","Helarctos malayanus",36
"4409","Helarctos malayanus",43
"4410","Helarctos malayanus",23
"4411","Helarctos malayanus",57
"4412","Helarctos malayanus",19
"4413","Helarctos malayanus",12
"4414","Helarctos malayanus",30
"4415","Helarctos malayanus",61
"4416","Helarctos malayanus",23
"4417","Helarctos malayanus",52
"4418","Helarctos malayanus",52
"4419","Helarctos malayanus",28
"4420","Helarctos malayanus",29
"4421","Helarctos malayanus",29
"4422","Helarctos malayanus",29
"4423","Helarctos malayanus",48
"4424","Helarctos malayanus",10
"4425","Helarctos malayanus",33
"4426","Helarctos malayanus",45
"4427","Helogale parvula",11
"4428","Helogale parvula",11
"4429","Hemicentetes semispinosus",11
"4430","Hemicentetes semispinosus",13
"4431","Hemicentetes semispinosus",13
"4432","Hemicentetes semispinosus",20
"4433","Hemigalus derbyanus",14
