"year","ghf","analysis_unit","file_name"
2016,988.408533560139,"file_152_unit_23_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2016,988.408533560139,"file_152_unit_23_2_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2016,988.408533560139,"file_152_unit_24_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2016,988.408533560139,"file_152_unit_24_2_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2017,994.548302501949,"file_152_unit_25_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2017,994.548302501949,"file_152_unit_26_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2017,994.548302501949,"file_152_unit_26_2_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2009,883.679070097101,"file_152_unit_3_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2010,889.478701538025,"file_152_unit_4_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2010,889.478701538025,"file_152_unit_4_2_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2010,889.478701538025,"file_152_unit_5_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2010,889.478701538025,"file_152_unit_5_2_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2010,889.478701538025,"file_152_unit_6_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2010,889.478701538025,"file_152_unit_6_2_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2011,889.518746899142,"file_152_unit_7_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2011,889.518746899142,"file_152_unit_8_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2011,889.518746899142,"file_152_unit_8_2_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2011,889.518746899142,"file_152_unit_9_1_28day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2011,889.518746899142,"file_152_unit_9_1_56day","processed_PublicData_Team_Africa_noMadagascarTanzania.csv"
2010,964.549801628733,"file_153_unit_1_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2010,964.549801628733,"file_153_unit_1_1_allday","processed_PublicData_TEAM_AsiaIndonesia.csv"
2014,970.957506786385,"file_153_unit_10_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2014,970.957506786385,"file_153_unit_10_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2015,1073.43756525371,"file_153_unit_11_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2015,1073.43756525371,"file_153_unit_12_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2015,1073.43756525371,"file_153_unit_12_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2016,1076.58780538735,"file_153_unit_13_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2016,1076.58780538735,"file_153_unit_13_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2016,1076.58780538735,"file_153_unit_14_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2016,1076.58780538735,"file_153_unit_14_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2016,1076.58780538735,"file_153_unit_15_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2017,1090.52244727501,"file_153_unit_16_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2017,1090.52244727501,"file_153_unit_16_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2017,1090.52244727501,"file_153_unit_17_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2010,964.549801628733,"file_153_unit_2_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2010,964.549801628733,"file_153_unit_2_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2011,960.622781373982,"file_153_unit_3_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2011,960.622781373982,"file_153_unit_4_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2011,960.622781373982,"file_153_unit_4_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2012,984.29275422844,"file_153_unit_5_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2012,984.29275422844,"file_153_unit_6_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2012,984.29275422844,"file_153_unit_6_1_56day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2012,984.29275422844,"file_153_unit_6_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2013,990.630403006891,"file_153_unit_7_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2013,990.630403006891,"file_153_unit_7_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2013,990.630403006891,"file_153_unit_8_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2014,970.957506786385,"file_153_unit_9_1_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2014,970.957506786385,"file_153_unit_9_2_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2014,970.957506786385,"file_153_unit_9_3_28day","processed_PublicData_TEAM_AsiaIndonesia.csv"
2009,0,"file_154_unit_1_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2009,0,"file_154_unit_1_1_allday","processed_PublicData_TEAM_AsiaLaos.csv"
2009,0,"file_154_unit_1_2_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2013,404.235521497355,"file_154_unit_10_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2013,404.235521497355,"file_154_unit_10_1_56day","processed_PublicData_TEAM_AsiaLaos.csv"
2013,404.235521497355,"file_154_unit_10_2_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2013,404.235521497355,"file_154_unit_11_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2013,404.235521497355,"file_154_unit_11_1_56day","processed_PublicData_TEAM_AsiaLaos.csv"
2014,417.137054116371,"file_154_unit_12_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2014,417.137054116371,"file_154_unit_12_1_56day","processed_PublicData_TEAM_AsiaLaos.csv"
2014,417.137054116371,"file_154_unit_13_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2014,417.137054116371,"file_154_unit_13_2_28day","processed_PublicData_TEAM_AsiaLaos.csv"
