"species","hyp.ref","prob"
"Atherurus macrourus","Nocturnal",0.999154324666657
"Atherurus macrourus","Nocturnal",0.851623002931088
"Atherurus macrourus","Nocturnal",0.502919112326355
"Atherurus macrourus","Nocturnal",0.788714788767677
"Atherurus macrourus","Nocturnal",0.986164546729545
"Atherurus macrourus","Nocturnal",0.955327906856952
"Atherurus macrourus","Nocturnal",0.686375194862652
"Atherurus macrourus","Nocturnal",0.877124113354028
"Atherurus macrourus","Nocturnal",0.991151902006104
"Atherurus macrourus","Nocturnal",0.00836658307843597
"Atherurus macrourus","Nocturnal",0.989149965276725
"Atherurus macrourus","Nocturnal",0.99034650270189
"Atherurus macrourus","Nocturnal",0.956135101251063
"Atherurus macrourus","Nocturnal",0.593489378634811
"Atherurus macrourus","Nocturnal",0.98309997293841
"Atherurus macrourus","Nocturnal",0.985188040706611
"Atherurus macrourus","Nocturnal",0.998842100370135
"Atherurus macrourus","Nocturnal",0.813182839318382
"Atherurus macrourus","Nocturnal",0.993997043580466
"Atherurus macrourus","Nocturnal",0.999218279764132
"Atilax paludinosus","Nocturnal",0.0932137779592066
"Atilax paludinosus","Nocturnal",0.894574438184479
"Atilax paludinosus","Nocturnal",0.186626209594248
"Atilax paludinosus","Nocturnal",0
"Atilax paludinosus","Nocturnal",0.974121239541124
"Atilax paludinosus","Nocturnal",0.52764297512373
"Atilax paludinosus","Nocturnal",0.964069075882343
"Atilax paludinosus","Nocturnal",0.808886024338329
"Atilax paludinosus","Nocturnal",0.106730491028668
"Atilax paludinosus","Nocturnal",0.847770536258652
"Atilax paludinosus","Nocturnal",0.902371156952639
"Atilax paludinosus","Nocturnal",0.0109686557174977
"Atilax paludinosus","Nocturnal",0
"Atilax paludinosus","Nocturnal",0.628256477143928
"Atilax paludinosus","Nocturnal",0.96257871961224
"Atilax paludinosus","Nocturnal",0.156197355432476
"Atilax paludinosus","Nocturnal",0.881958892576569
"Atilax paludinosus","Nocturnal",0.375183644169735
"Atilax paludinosus","Nocturnal",0.608933538608277
"Atilax paludinosus","Nocturnal",0.00578170587730089
"Atilax paludinosus","Nocturnal",0
"Atilax paludinosus","Nocturnal",0.0167981671134145
"Atilax paludinosus","Nocturnal",0.988391918059918
"Atilax paludinosus","Nocturnal",0.0288932095614384
"Atilax paludinosus","Nocturnal",0
"Atilax paludinosus","Nocturnal",0
"Atilax paludinosus","Nocturnal",0
"Axis axis","Crepuscular",0
"Axis axis","Crepuscular",0
"Bassaricyon neblina","Nocturnal",0.697054871029789
"Bdeogale crassicauda","Nocturnal",0.998691809473005
"Bdeogale crassicauda","Nocturnal",0.983075173453597
"Bdeogale crassicauda","Nocturnal",0.982018325937373
"Bdeogale crassicauda","Nocturnal",0.995107073967377
"Bdeogale crassicauda","Nocturnal",0.991833867600467
"Bdeogale crassicauda","Nocturnal",0.971605334407223
"Bdeogale crassicauda","Nocturnal",0.810543443032538
"Bdeogale crassicauda","Nocturnal",0.925647956595244
"Bdeogale crassicauda","Nocturnal",0.957308585979825
"Bdeogale crassicauda","Nocturnal",0.993032858398386
"Bdeogale crassicauda","Nocturnal",0.552215466081558
"Bdeogale crassicauda","Nocturnal",0.193200021998985
"Bdeogale crassicauda","Nocturnal",0.997855226801607
"Bdeogale crassicauda","Nocturnal",0.996006333098176
"Bdeogale crassicauda","Nocturnal",0.833496534610695
"Bdeogale crassicauda","Nocturnal",0.952531288978999
"Bdeogale crassicauda","Nocturnal",0.994681955856822
"Bdeogale crassicauda","Nocturnal",0.972608645544837
"Bdeogale crassicauda","Nocturnal",0.987985716947689
"Bdeogale crassicauda","Nocturnal",0.965830759474475
"Bdeogale crassicauda","Nocturnal",0.984196331787009
"Bdeogale crassicauda","Nocturnal",0.992458946791881
"Bdeogale crassicauda","Nocturnal",0.524273188078846
"Bdeogale crassicauda","Nocturnal",0.257594989795062
"Bdeogale crassicauda","Nocturnal",0.544113086214505
"Bdeogale crassicauda","Nocturnal",0.974907624002082
"Bdeogale crassicauda","Nocturnal",0.981097273152581
"Bdeogale crassicauda","Nocturnal",0.98577456906794
"Bdeogale crassicauda","Nocturnal",0.995911344609829
"Bdeogale crassicauda","Nocturnal",0.642364292788324
"Bdeogale crassicauda","Nocturnal",0.989341638041605
"Bdeogale crassicauda","Nocturnal",0.932107407561598
"Bdeogale crassicauda","Nocturnal",0.783605322237949
"Bdeogale crassicauda","Nocturnal",0.977397711471018
"Bdeogale crassicauda","Nocturnal",0.939852105437562
"Bdeogale crassicauda","Nocturnal",0.962682360514766
"Bdeogale crassicauda","Nocturnal",0.985131311125453
"Bdeogale crassicauda","Nocturnal",0.999006060718264
"Bdeogale crassicauda","Nocturnal",0.90268040280665
"Bdeogale crassicauda","Nocturnal",0.956132048289074
"Bdeogale crassicauda","Nocturnal",0.872033523752143
"Bdeogale crassicauda","Nocturnal",0.469749014887926
"Bdeogale crassicauda","Nocturnal",0.974728634530259
"Bdeogale crassicauda","Nocturnal",0.971937425328007
"Bdeogale nigripes","Nocturnal",0.972015186702867
"Bdeogale nigripes","Nocturnal",0.983012175072966
"Bdeogale nigripes","Nocturnal",0.90657943252782
"Bison bison","Cathemeral",0.684441109527487
"Bison bison","Cathemeral",0.0171683548315459
"Bison bison","Cathemeral",6.40053308749633e-05
"Bison bison","Cathemeral",0.000420833389195628
"Blastocerus dichotomus","Nocturnal",0
"Blastocerus dichotomus","Nocturnal",0
"Blastocerus dichotomus","Nocturnal",0
"Blastocerus dichotomus","Nocturnal",0.71467769857821
"Blastocerus dichotomus","Nocturnal",0.0564465015666135
"Blastocerus dichotomus","Nocturnal",0
"Blastocerus dichotomus","Nocturnal",0
"Blastocerus dichotomus","Nocturnal",0.000626963185044319
"Blastocerus dichotomus","Nocturnal",0
"Blastocerus dichotomus","Nocturnal",0
"Blastocerus dichotomus","Nocturnal",0
